p1, p2, p3, p4, p5, p6, p7, p8, p9, p10, p11, p12, p13, p14, p15, p16, p17, p18, p19, p20, label 
5.667878,9.029568,8.669488,8.745168,9.012011,7.558791,7.363144,9.204486,8.308351,8.795358,1.266266,6.235989,1.951384,2.168981,2.749542,3.026460,2.659594,3.586903,2.114626,3.131061,zero 
6.659847,7.018325,8.466274,7.937485,8.367675,7.280882,8.849210,7.929813,8.035277,8.306781,1.646761,6.421394,2.981302,2.945879,3.791123,2.950684,3.863590,3.607720,3.118106,3.198984,zero 
6.756509,8.540051,9.893514,9.357690,9.430944,8.413779,9.816874,9.259109,9.395520,9.226700,1.947806,7.844604,3.293645,4.302032,4.205692,3.881321,3.125457,4.127628,3.683321,4.100664,zero 
8.255554,8.185551,8.342137,9.157398,7.924028,7.487997,7.779299,7.874434,8.739619,7.833055,1.923852,4.867577,1.854626,2.228756,3.500094,3.213743,4.126578,4.412587,1.817411,4.316498,zero 
8.487942,6.247351,8.550186,9.180839,8.082891,8.094128,8.456531,8.589693,8.762234,8.564424,2.164198,6.943993,1.799629,2.321975,2.341434,3.455099,3.365338,3.025781,2.889075,3.058707,zero 
6.359769,8.735369,10.154174,9.917226,10.642933,9.130944,9.749202,10.210975,9.941097,10.473808,1.531705,8.368240,2.510616,3.145288,3.354684,3.448207,3.437689,4.150175,3.706312,3.429156,zero 
6.203969,7.120526,8.532669,8.027481,8.625519,7.189580,8.693409,7.699380,7.933771,8.266622,1.547679,6.613510,2.628357,3.296747,3.697746,3.053037,3.110680,4.029908,3.809842,3.516610,zero 
7.082944,7.428719,9.358068,9.864493,9.219786,8.370724,8.385054,8.885300,9.595423,9.263288,1.728561,7.550447,2.561569,3.227886,2.844590,3.437129,3.453009,3.449552,3.299492,3.084746,zero 
6.352858,7.689221,8.667106,7.712474,8.194357,6.634618,7.985271,8.210405,7.922544,8.075969,1.753218,5.533324,2.486163,2.098865,2.775204,2.999180,3.917494,3.336717,2.073015,2.955415,zero 
6.156003,9.394067,9.262843,10.033549,10.284814,9.470770,9.190581,9.838384,9.471186,10.104807,1.561542,7.465179,2.223758,2.595930,3.235763,2.628878,2.285043,4.373274,3.582592,3.369101,zero 
6.127615,8.373530,9.421303,8.983635,9.799759,8.224844,9.617453,9.638918,9.288272,9.623690,1.272833,7.638016,2.885287,4.012326,3.757331,3.464877,2.963871,4.035178,3.295510,3.687897,zero 
6.335704,7.499237,8.878759,8.796406,9.257291,8.206852,9.108293,8.163945,8.696832,8.778223,1.851257,7.264183,2.500581,3.218024,3.675812,3.193938,3.213552,4.149342,3.588285,3.566448,zero 
6.942178,7.697599,7.677293,7.615939,7.734347,6.566457,6.996805,7.764650,7.282971,7.209434,1.501689,4.539174,2.481141,1.989022,2.815025,2.452154,3.827122,3.222960,2.065955,3.264644,zero 
6.825195,8.727199,9.665416,9.332913,10.105525,8.930928,10.158094,9.656036,9.251698,9.873004,1.442679,7.474722,2.447001,2.620647,3.393822,2.704136,3.665553,4.290184,3.305116,3.603370,zero 
7.353871,8.958883,9.729314,9.587658,10.549810,9.261931,10.075258,10.808717,9.651613,10.981561,1.641490,7.925824,2.739147,2.583819,2.947107,3.233985,4.030761,3.317281,3.281253,2.586637,zero 
6.451586,7.837531,7.559859,7.256849,7.641387,6.332098,6.265770,7.487063,6.959016,7.099761,1.195212,4.869314,1.632866,1.684959,2.306945,2.538902,2.614566,3.122109,1.747938,2.813811,zero 
7.951664,7.910570,10.023564,9.879272,9.759173,9.297369,9.740328,8.824056,9.756240,9.104236,2.645740,7.962052,2.714709,3.239430,3.990542,2.924952,5.120170,5.299806,3.471210,4.558463,zero 
6.372367,6.564432,7.677246,7.269310,7.711429,7.080379,8.306924,7.759650,7.772262,7.869440,1.394303,6.335410,2.838982,2.808075,3.749825,2.710932,2.911557,3.630969,3.000500,3.264086,zero 
6.624148,9.785078,9.880827,10.133260,10.226310,9.512857,9.699340,9.608264,9.599623,10.012480,1.517576,7.448893,2.100101,2.461085,2.941311,2.644280,2.832846,4.194907,3.313639,3.212499,zero 
5.355939,9.120321,8.999621,9.145369,9.294520,7.963299,8.048610,9.357529,8.747476,9.351202,1.329653,6.250893,1.809316,2.282723,3.085655,2.760832,3.030864,4.186704,2.467655,3.244264,zero 
7.040074,9.616723,10.427470,10.700069,10.647902,10.015951,10.184821,10.552754,10.516471,10.532626,1.607918,8.479342,3.102806,3.753110,3.599094,3.128993,2.441534,3.736456,3.360853,3.742313,zero 
6.231446,8.045641,9.110702,9.386798,9.577715,8.641980,9.432049,9.386374,9.143289,9.220663,1.553865,7.572701,2.354191,2.958327,3.665320,2.836435,2.719005,4.173835,3.179054,3.986485,zero 
7.441977,7.913258,8.594392,8.418325,8.725323,7.903220,9.463011,8.362071,8.364902,8.399124,1.689353,6.175472,2.853676,2.633086,3.506123,2.599007,3.941141,4.270518,2.791803,3.796789,zero 
6.182239,8.251402,8.514928,7.878361,8.639797,6.853475,7.921765,8.411982,7.980992,8.519456,1.518819,5.263184,2.254374,2.246729,2.942962,2.980381,3.317015,3.622889,2.110594,2.991232,zero 
6.700766,8.719449,8.565134,7.997480,8.687759,8.154038,8.157947,8.621712,8.375260,8.328436,1.836407,6.555589,2.402067,1.975081,2.782530,2.172805,3.840687,2.899528,2.292727,2.815725,zero 
6.058781,8.329297,8.264651,7.774834,8.506466,7.528469,8.431074,7.972370,7.752307,8.059592,1.380820,5.970983,2.252067,1.776742,2.598308,2.317204,3.308374,3.053071,2.482602,2.388786,zero 
7.487890,7.848709,8.580560,8.906587,9.364140,8.557766,9.581092,9.119503,8.784159,9.125529,1.357906,7.035487,2.931522,3.454560,4.158628,3.134013,2.541504,4.835188,3.559194,4.701824,zero 
7.872441,8.667245,9.543693,9.389113,9.170999,8.505705,9.325345,9.257563,9.695463,9.447345,1.735375,6.643874,2.165926,2.514947,3.492948,3.213504,3.309362,4.552654,2.511194,4.165381,zero 
5.825544,9.151224,9.895847,9.007324,9.828057,8.103354,9.415007,9.704769,9.219809,9.739537,1.395817,6.708057,2.545164,3.024425,3.277920,3.020270,3.345107,3.679307,2.675399,2.916278,zero 
6.242247,7.661427,8.051461,8.035242,8.368664,7.475072,7.984873,8.880492,8.305457,8.825342,1.331274,6.026259,2.001227,1.924179,3.000034,2.611961,3.034232,3.849492,2.098649,3.176888,zero 
6.815129,8.024233,9.717255,8.989088,9.201160,7.910074,9.009375,9.092872,9.414652,9.025745,1.836064,7.416868,2.957816,3.917433,3.742824,3.211566,4.033841,4.360133,2.879757,4.094319,zero 
7.104684,7.392393,7.181416,8.651098,7.570442,7.014786,7.132984,7.343800,7.837476,7.490120,1.702876,5.215232,1.875996,1.958776,2.783931,3.129236,3.437341,3.542018,1.779365,3.038726,zero 
6.862759,8.178871,8.296909,8.480023,9.018690,8.727642,8.669488,8.895839,9.021559,9.188039,1.447446,6.877134,2.252908,1.837394,2.948948,2.174541,2.584755,3.368891,2.212767,2.710037,zero 
7.311050,7.144187,8.571011,8.579068,8.184506,7.560835,8.126816,8.574436,9.222816,8.603637,1.659709,6.803384,2.940897,3.692234,3.763745,3.143291,3.407113,3.982585,2.413147,3.928732,zero 
7.243597,7.048430,8.049216,7.402612,7.890110,6.469247,7.273807,7.786108,7.942473,7.940013,1.478759,4.467706,1.815808,2.348527,3.279252,2.879333,3.381185,4.161590,2.371231,3.735538,zero 
7.571036,6.754821,7.148501,6.521054,6.946420,5.873117,6.920622,6.729001,6.845441,6.526934,1.834708,3.240970,2.042339,1.820260,2.463877,2.549538,3.266605,3.074939,1.516301,3.047232,zero 
7.577857,7.955058,9.027115,9.148023,9.339808,8.926791,10.432899,8.671099,9.004610,9.034894,1.509841,7.176287,2.767844,2.428093,3.593383,2.282643,3.173152,4.704643,2.605125,4.074891,zero 
7.006355,8.234097,9.361504,9.084934,9.963264,9.207765,9.687318,8.895375,9.348159,9.823734,1.813337,8.115280,2.829052,3.293964,3.209304,3.263183,3.837619,3.531732,3.721381,2.605521,zero 
7.012873,8.720138,9.567568,9.356024,10.520256,8.693156,9.720811,9.771144,9.408900,10.237646,1.729657,7.366176,2.588042,3.420119,3.737000,3.276079,3.564884,4.327193,3.548656,3.555589,zero 
6.865194,6.349089,6.937491,7.136819,6.851740,5.916885,6.563532,7.052169,6.761498,7.081299,1.467394,4.546283,2.385031,2.344355,2.886541,2.797489,2.571275,3.584944,2.253355,2.985529,zero 
7.142122,8.725537,8.877181,9.887281,9.006826,8.307063,8.177936,8.694002,9.183756,9.016521,1.987368,6.658770,1.870177,2.449986,3.130835,3.333164,3.152438,4.836044,2.885199,3.769413,zero 
6.431813,7.455948,7.620563,8.031651,7.338414,7.243142,6.745946,7.487118,7.918606,7.578649,1.632358,6.087265,2.105153,2.070594,2.988400,2.731406,2.202006,3.825637,2.528867,3.316779,zero 
7.345756,7.101805,8.504015,8.180150,9.115608,8.297811,9.468151,8.264904,8.744089,8.755151,1.611848,7.236648,3.042306,3.673938,4.052420,3.131423,3.223631,3.800503,3.422353,3.946628,zero 
7.064989,8.021453,7.417889,7.001994,7.179470,6.108600,6.914387,6.799784,6.906475,6.711227,1.143426,3.321445,1.463409,1.643522,2.673901,2.447481,2.703343,3.499105,1.632290,3.005159,zero 
7.481686,7.718091,7.454864,8.050346,7.369466,6.935283,7.669003,7.036181,7.855254,7.303685,1.418560,4.151949,1.506131,1.829131,2.878434,2.717804,2.903729,3.416826,1.664279,3.265109,zero 
5.765697,7.408908,7.284055,7.311245,7.600015,6.299440,6.327493,7.584584,7.045904,7.275877,1.314634,5.321015,1.798053,1.836189,2.523732,2.636687,2.801475,3.105962,1.883963,2.744709,zero 
6.435706,6.783660,7.043004,6.756342,6.760850,5.724379,6.516645,7.004935,6.748707,6.787802,1.487281,4.613470,2.333962,2.164297,2.643891,2.773064,3.604380,2.837157,1.905012,2.639028,zero 
7.152546,6.691230,7.723519,7.353399,7.607419,6.214578,7.191987,7.734291,7.721482,7.700423,1.699647,4.532763,2.003321,2.654472,3.210239,3.111285,3.263263,3.657156,2.390114,3.554711,zero 
6.722244,7.987205,9.117787,10.140511,9.292750,8.607113,8.551562,9.526754,9.423139,9.381018,1.891593,8.162379,2.422221,3.366954,2.974951,3.883705,2.672550,3.664557,3.131350,3.250748,zero 
7.367817,8.574537,10.016355,10.015017,10.224857,8.736934,9.223675,9.829105,9.750730,10.108295,1.895811,7.818286,2.490279,3.546315,4.017534,3.748816,4.263480,4.736790,3.851992,4.229488,zero 
7.907811,6.100358,8.577795,8.907411,8.025247,8.124957,8.268009,8.343362,8.901279,8.572895,1.553284,7.096381,1.987126,3.165263,2.365223,3.303777,2.295732,3.102994,3.286881,2.883987,zero 
7.011275,7.195856,9.027734,10.030358,9.106546,8.693172,8.814945,9.043377,8.905742,9.130175,1.446318,7.811655,1.988928,3.007485,2.466980,3.294136,2.814402,3.014004,4.014645,2.840255,zero 
6.581238,8.307489,8.200599,8.101516,8.308580,7.590317,7.662231,8.095895,8.093612,7.778879,1.683092,5.512248,2.337036,1.678297,2.815027,1.919846,3.007006,3.255058,1.920669,2.742873,zero 
8.252238,6.995192,6.767475,6.407588,6.907493,6.206724,6.112016,6.525727,6.431326,6.208532,1.613486,2.564431,1.995342,1.985024,2.354000,2.389864,2.666836,3.021552,1.513470,2.964512,zero 
7.133028,9.202203,7.524300,8.404002,7.428562,7.360155,6.691388,7.625942,7.530629,7.328340,1.584119,4.652240,1.803783,1.878131,2.628961,2.687043,2.594845,3.780322,1.832411,3.300058,zero 
7.613796,8.546399,8.296134,8.530594,8.175186,7.024726,8.111180,8.351692,8.160320,8.111439,1.756296,4.556416,1.900086,1.930193,2.835243,3.183482,3.586940,3.319739,1.762109,3.220789,zero 
7.043030,7.034697,8.889010,8.584588,8.703879,7.661291,8.503872,8.385829,8.352237,8.642618,1.194524,7.032871,2.312582,3.235660,4.037729,3.377669,3.816492,4.560394,4.035879,4.173024,zero 
6.461201,6.120694,6.905197,6.482052,6.744396,5.844002,7.183533,6.420214,6.900863,6.976970,1.435897,4.800952,2.383467,2.224699,3.052957,2.768490,2.867140,3.789487,2.651891,3.140919,zero 
5.414445,9.040325,8.787852,8.535907,8.953765,7.738517,8.231455,9.152805,8.722068,9.139063,1.365545,6.730011,1.992225,2.032943,3.142531,2.921433,3.395468,4.066689,2.361582,2.917717,zero 
6.440985,8.414586,7.702844,7.402366,7.993805,6.828128,6.776833,7.788806,7.297667,7.472350,1.679132,4.630212,1.795583,1.691399,2.903766,2.320436,2.591617,3.747421,1.557245,3.210814,zero 
7.270278,8.781705,8.834103,8.115724,9.069094,8.085331,8.844569,8.954060,8.850863,9.217612,1.774789,5.594952,2.111689,2.086960,3.089424,2.386144,3.225025,4.392145,2.118313,3.536292,zero 
6.389054,6.878564,8.284057,8.850481,8.272719,7.850381,8.160786,7.858663,8.392730,7.936014,1.925886,6.744307,1.713509,2.140245,3.234471,2.571718,2.891421,3.736236,3.513490,3.777412,zero 
6.824122,9.764964,10.944385,10.240057,11.050770,9.316881,10.813683,10.805878,10.019760,10.872185,1.376117,7.941965,2.381628,2.939702,3.485030,3.026971,3.907260,4.171557,3.382467,3.449781,zero 
5.275123,8.941777,8.769612,8.662208,8.872639,7.855245,8.456957,8.622488,8.653578,8.920683,1.298628,6.488669,1.827465,2.056368,3.143809,2.493831,2.845280,4.539646,2.376069,3.062880,zero 
6.964155,8.208067,9.085969,9.157151,8.545265,7.742472,8.576846,8.697834,9.065663,8.817331,1.579884,6.616997,1.771046,1.906457,3.474871,2.954821,3.652004,3.839106,2.582939,3.508428,zero 
6.601468,7.022680,8.357052,8.263541,8.761438,7.778543,9.328875,8.069554,8.172961,8.226304,1.379461,6.904043,2.827437,3.281970,3.743712,3.044262,2.431394,3.957921,3.423925,3.834088,zero 
6.453167,7.113651,7.321191,7.021177,7.200614,6.503296,6.727848,7.097049,7.143595,6.929666,1.040925,4.848710,2.089609,1.647461,2.948759,1.722618,2.448481,3.385180,1.701793,2.864319,zero 
6.332566,8.182583,9.065249,8.625574,8.463191,7.402167,7.664036,8.760150,8.927470,8.456108,1.871775,6.392594,1.990254,2.787481,3.770961,3.230560,3.144408,4.613497,2.898649,4.140591,zero 
6.606574,9.971797,9.844794,10.167364,10.794751,9.683455,9.941178,10.312146,9.782790,10.390266,1.543499,6.999315,2.317076,2.527875,2.939133,2.432253,2.397343,3.893191,2.597405,3.314122,zero 
6.809740,7.141929,8.406798,7.780570,7.910947,6.657855,7.476596,7.835527,8.517816,7.835746,1.709596,5.338529,2.273939,3.047175,3.408574,2.866025,3.209152,4.257827,2.289302,3.930011,zero 
7.282129,8.050159,9.415467,8.656093,8.786430,7.709426,9.004974,8.634657,9.072465,8.107823,1.986779,6.749757,3.650520,3.885329,4.007492,3.399665,4.885286,3.882474,2.886052,4.520408,zero 
5.687363,7.538808,8.130567,7.735269,8.308451,7.121708,8.378523,8.421495,7.758046,8.423084,1.275114,6.120856,2.059460,1.957203,2.517294,2.565286,3.134505,3.186797,2.352878,2.303964,zero 
6.561700,10.374229,9.262188,8.720576,9.410618,8.642468,9.155576,9.342889,9.117334,9.121616,1.484716,6.057336,1.849149,1.927248,3.086869,2.129368,3.005599,4.157990,2.186428,3.263007,zero 
6.551124,9.108292,9.146912,8.490973,8.415998,7.041499,7.479715,8.531025,8.443533,8.097332,1.824665,5.192521,2.332401,1.849082,3.472850,2.997121,4.614715,3.890088,2.059719,3.810189,zero 
7.195368,8.954104,10.298861,9.105377,9.964720,8.213173,9.233559,9.833050,9.839972,9.642999,1.298304,7.069867,3.181683,3.976771,3.856488,3.302468,4.619260,4.552080,2.639775,4.353389,zero 
8.103028,9.487168,10.947058,10.667640,11.279847,10.191994,11.700337,10.587971,10.485865,10.720935,1.626569,8.484447,2.959227,3.076827,3.844885,3.220267,4.155993,4.615573,3.299043,4.376167,zero 
6.484745,7.984662,9.007929,9.060217,8.612919,7.815718,8.246197,8.878837,9.143440,9.138265,1.458376,7.023511,1.772231,2.415152,3.587215,3.022901,3.531184,4.576349,2.540781,3.489243,zero 
7.658920,8.218644,7.476600,7.346659,7.708910,6.837997,7.962410,7.210996,7.325653,7.373420,1.469035,3.155130,1.443203,1.587416,2.629806,2.621003,2.620447,3.776070,1.587297,3.269362,zero 
5.902949,6.714094,7.468288,7.415867,7.747899,6.706315,7.733260,7.765899,7.309152,7.862274,0.900641,5.749577,2.201126,1.990487,2.714270,2.490512,2.515373,3.403644,2.444951,2.679903,zero 
6.158610,6.980140,7.910999,7.586564,7.756961,6.983238,8.483947,7.828907,7.817846,7.793541,1.029836,6.085406,2.558666,2.561663,3.805694,2.628521,2.882262,3.782787,2.809754,3.349571,zero 
6.939586,8.031556,9.697362,10.138167,9.545483,8.527792,8.936577,9.382463,9.694739,9.537708,1.273240,7.968299,2.001967,2.963397,3.233119,3.648464,3.289536,4.056935,3.480849,3.509504,zero 
7.373707,9.352745,10.497640,10.021909,10.286832,8.934390,9.331085,10.182857,10.287676,10.333736,1.874246,7.517551,2.750015,3.571173,4.487306,3.797465,4.713339,5.325595,3.547935,4.570128,zero 
6.436893,9.707465,10.234270,10.136489,10.895038,9.246869,9.987978,10.576743,10.094119,10.821079,1.145373,7.646557,2.428191,3.101489,3.266526,3.133775,2.865231,4.579153,2.967956,3.399806,zero 
7.400330,8.400341,9.179217,9.024100,9.752335,8.594048,9.918167,10.029315,9.436322,10.157956,1.653138,7.271082,2.821652,3.353243,3.785625,3.252520,2.652570,4.305074,2.958662,3.911306,zero 
8.670991,10.435831,10.995936,11.523605,11.448008,11.346567,10.869418,11.682843,11.492287,11.309301,2.703247,9.656472,3.326532,3.931711,4.034377,3.713060,3.669976,4.105684,3.776221,4.735481,zero 
6.185980,8.498888,8.449530,8.364225,8.556394,7.745171,8.461622,9.144735,8.247844,8.897423,1.406987,6.100026,2.086616,1.887296,2.921718,2.436190,3.140501,3.118058,1.923457,2.468252,zero 
7.485434,6.450361,7.840916,8.598218,8.444268,7.827225,7.789801,7.706886,7.896777,8.016020,1.409577,6.449683,2.779038,3.422302,2.763975,3.156936,3.402652,3.658250,4.416577,3.737530,zero 
6.941228,10.016260,10.728073,10.355322,10.711619,9.469583,10.053858,10.287562,10.154410,10.531247,1.415429,7.817238,2.028222,2.568990,3.595251,3.137372,3.939447,4.892734,3.422459,3.995788,zero 
6.233471,8.276164,9.199521,9.680576,9.602354,9.051106,9.095068,9.325018,9.465648,9.305996,1.517041,7.677641,2.460826,3.225814,3.124589,2.815523,2.336692,3.204240,3.244474,3.255389,zero 
6.417244,9.990510,9.325424,8.930386,8.964081,8.018141,8.922307,8.933633,8.696171,8.822014,1.696265,6.467413,2.092903,2.058895,2.848029,2.931762,4.040968,3.757889,2.204072,2.651285,zero 
7.627476,8.325356,9.145367,8.978385,10.319055,8.984168,9.413282,10.353046,9.705027,10.552640,1.609764,7.653373,2.796155,3.698156,3.281691,3.322266,3.382587,3.556828,3.029415,3.177359,zero 
6.541069,9.241953,10.234867,9.099137,9.906167,8.822232,9.796556,9.589398,9.481528,9.628068,1.451880,7.158356,2.563503,2.420925,3.304379,2.590835,3.977781,3.768261,2.746687,3.335740,zero 
7.451263,6.446352,7.916732,8.723453,7.979180,8.058496,7.685184,6.926633,8.083417,7.519691,1.655028,6.661748,2.704049,3.097505,3.143829,2.839353,3.009325,3.777778,4.343885,3.421337,zero 
5.201456,8.097868,8.756993,8.412091,8.771008,7.539841,8.666981,8.710325,8.501973,8.809164,1.510350,6.687097,2.258432,2.865008,3.686104,2.957979,2.660204,4.063177,2.981253,3.330161,zero 
6.932866,8.673858,9.485007,9.086482,9.375155,7.833322,9.289429,9.326042,8.971556,9.285398,1.653976,6.358395,2.340067,3.315166,3.268901,3.040728,3.135769,4.574475,2.735299,3.886621,zero 
6.952667,10.662454,10.069380,9.452771,10.043802,8.893332,9.171725,10.138076,9.139480,9.788255,1.761453,6.605181,2.504994,2.372383,2.717502,2.760186,3.693154,3.259053,2.446853,2.796231,zero 
5.605636,8.473261,9.200231,8.490328,9.367636,7.642108,9.005910,9.398532,8.561083,9.295860,1.441063,6.727913,2.118490,2.525693,2.954051,2.799475,3.524469,3.237065,2.593947,2.451051,zero 
5.980058,8.406198,8.532947,7.873674,8.588849,6.638955,7.415210,8.723150,7.781274,8.528046,1.499291,5.175413,1.843575,2.206123,3.006590,2.952021,3.038659,3.845129,2.262562,3.267082,zero 
7.053937,8.818755,9.731011,9.596462,9.687575,8.394745,9.137408,9.628311,9.693410,9.700491,1.525105,7.097275,2.399885,2.878388,3.581175,3.196707,3.790372,4.316143,2.559451,3.656610,zero 
6.164556,8.341407,10.051795,9.402841,9.886630,8.359541,10.003214,9.735944,9.441088,9.675402,1.347246,7.400882,2.326558,3.127414,3.563979,2.904259,2.901929,3.831892,2.902407,3.562336,zero 
7.405821,7.837068,8.971869,8.215127,8.766724,7.874814,8.877831,7.989935,8.212953,8.191045,1.836912,6.136993,3.039873,2.947730,3.717612,2.654670,4.778034,4.117271,3.488862,4.175075,zero 
6.280950,6.828354,8.021929,7.759367,7.566619,6.382985,7.909855,7.754010,7.639750,7.720711,1.367289,5.532979,2.701048,2.885260,3.548766,2.740729,2.649390,4.198942,2.902052,3.538225,zero 
5.909286,8.406779,9.249725,8.807997,9.623650,8.522135,9.089422,8.877929,8.992545,9.462341,1.403530,6.877088,2.100972,2.065944,3.132842,2.184655,2.906765,4.297701,3.078874,2.831071,zero 
6.539978,8.682391,9.820768,9.180949,9.537472,8.255751,8.567879,9.508203,9.199103,9.486885,2.295097,7.495651,2.224036,2.783881,4.002427,3.172993,4.266500,4.900465,2.949649,4.148079,zero 
6.979049,7.553710,8.301875,8.460595,9.222924,8.281686,9.301964,8.370629,8.937457,9.046559,1.845696,6.518918,2.683855,2.771245,3.768224,2.846907,2.190223,4.343652,3.241578,3.979286,zero 
6.417170,6.664156,8.966072,9.078148,8.771576,7.960830,8.324729,8.336887,8.978773,8.834445,1.470085,7.258520,2.334317,2.975048,2.758873,3.111620,2.681566,2.902142,3.166100,2.604662,zero 
6.598978,9.208958,8.927298,9.603111,8.810160,8.505127,7.893552,9.453340,9.480593,9.359651,1.922618,7.154823,2.290267,2.879745,3.385190,3.525419,2.642600,4.216087,3.206854,3.773616,zero 
8.273888,7.939953,6.913702,6.907532,7.550243,6.860192,6.791936,7.090094,6.550553,6.720558,1.924074,2.808201,1.714121,2.072234,2.194919,2.357049,2.558655,3.128358,1.555265,2.916919,zero 
